♻️央视频道,#genre#
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227467/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/4/224/3221228581/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221225530/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227375/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227462/index.m3u8 
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227641/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227644/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227675/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227725/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221227736/index.m3u8 
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221228146/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221228149/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221228213/index.m3u8
CCTV1,http://ott.mobaibox.com/TVOD/1/224/3221228581/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221227543/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221226993/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221227427/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221227696/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221227708/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221228094/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221228118/index.m3u8
CCTV2,http://ott.mobaibox.com/TVOD/1/224/3221228300/index.m3u8

CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221225588/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/4/224/3221228499/index.m3u8 
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221227295/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221227424/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221227623/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221227650/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221228126/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221228188/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221228237/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221228392/index.m3u8
CCTV3,http://ott.mobaibox.com/TVOD/1/224/3221228499/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221227549/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221225534/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221227378/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221227489/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221227658/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221227683/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221228091/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221228156/index.m3u8
CCTV4,http://ott.mobaibox.com/TVOD/1/224/3221228307/index.m3u8

CCTV4欧洲,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000350/index.m3u8?IASHttpSessionId=
CCTV4美洲,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000351/index.m3u8?IASHttpSessionId=

CCTV4欧洲,https://api.livednow.org/migu/608807419?sign=gAAAAABnJcJqqvN9kTkAiHC8GdaGGmmbLi62YsEYOIuOPI9Lac2D2d4KyQai_cbU9d1Blh-fo0li6MavI-f58Er_gvlCd7t5C35cmlxT7M-_SLOpCAeJgeSr4BD0t2Qt_Lrj7ZNsq8dCuNIPRnB-w0rJUjAiBMu0RFBQJ30fHcImYBrTGcTWrqXF53LpJSl0ymgtMaVrO9Y-HiqIUJkzyN8e6BTQQykZiQ%3D%3D
CCTV4美洲,https://api.livednow.org/migu/608807416?sign=gAAAAABnJcJqws7IJW3h6BlGge9WIDW3Fy0FRiXV5z_xNzVGu8g8B-0qw7tvyNyCVut8pWQCvFvKbhe1hY8cYKFLnYEBy0nIPd9wQZ407ZVV5Ca7zzDKkBo_MoXzKATjpoRRMIpGgGGhNcq4KIeU-5Wtu25PoFpJqE2csWr4hhqYu1_-DhfSOhUE6aePTI8INh7crU01j-d217PMhlw6fqS0cRoIqdQ3Ww%3D%3D

CCTV5,http://ott.mobaibox.com/TVOD/4/224/3221227537/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/4/224/3221228502/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227166/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227298/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227401/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227537/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227617/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227661/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221227686/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221228082/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221228395/index.m3u8
CCTV5,http://ott.mobaibox.com/TVOD/1/224/3221228502/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227502/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221228076/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227381/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227480/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227631/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227685/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221227714/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221228114/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221228176/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221228277/index.m3u8
CCTV5+,http://ott.mobaibox.com/TVOD/1/224/3221228492/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227505/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221225548/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227209/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227301/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227430/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227581/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221227664/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221228123/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221228185/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221228196/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221228280/index.m3u8
CCTV6,http://ott.mobaibox.com/TVOD/1/224/3221228516/index.m3u8
CCTV7,http://ott.mobaibox.com/TVOD/1/224/3221225546/index.m3u8
CCTV7,http://ott.mobaibox.com/TVOD/1/224/3221227314/index.m3u8
CCTV7,http://ott.mobaibox.com/TVOD/1/224/3221227626/index.m3u8
 
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227205/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227473/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227304/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227433/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227667/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221227750/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221228079/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221228194/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221228398/index.m3u8
CCTV8,http://ott.mobaibox.com/TVOD/1/224/3221228578/index.m3u8
CCTV9,http://ott.mobaibox.com/TVOD/1/224/3221227614/index.m3u8
CCTV9,http://ott.mobaibox.com/TVOD/1/224/3221227659/index.m3u8
CCTV9,http://ott.mobaibox.com/TVOD/1/224/3221227704/index.m3u8
CCTV10,http://ott.mobaibox.com/TVOD/1/224/3221227620/index.m3u8
CCTV10,http://ott.mobaibox.com/TVOD/1/224/3221227717/index.m3u8
CCTV11,http://ott.mobaibox.com/TVOD/1/224/3221227384/index.m3u8
CCTV11,http://ott.mobaibox.com/TVOD/1/224/3221227524/index.m3u8
CCTV11,http://ott.mobaibox.com/TVOD/1/224/3221227720/index.m3u8
CCTV12,http://ott.mobaibox.com/TVOD/1/224/3221225556/index.m3u8
CCTV12,http://ott.mobaibox.com/TVOD/1/224/3221227637/index.m3u8
CCTV12,http://ott.mobaibox.com/TVOD/1/224/3221227655/index.m3u8
CCTV13,http://ott.mobaibox.com/TVOD/1/224/3221227387/index.m3u8
CCTV13,http://ott.mobaibox.com/TVOD/1/224/3221228121/index.m3u8
CCTV13,http://ott.mobaibox.com/TVOD/1/224/3221228224/index.m3u8
CCTV13,http://ott.mobaibox.com/TVOD/1/224/3221228324/index.m3u8
CCTV14,http://ott.mobaibox.com/TVOD/1/224/3221227201/index.m3u8
CCTV14,http://ott.mobaibox.com/TVOD/1/224/3221227656/index.m3u8
CCTV14,http://ott.mobaibox.com/TVOD/1/224/3221227693/index.m3u8
CCTV15,http://ott.mobaibox.com/TVOD/1/224/3221227538/index.m3u8
CCTV15,http://ott.mobaibox.com/TVOD/1/224/3221227723/index.m3u8

CCTV16,http://ott.mobaibox.com/TVOD/4/224/3221228168/index.m3u8
CCTV16,http://ott.mobaibox.com/TVOD/4/224/3221228314/index.m3u8 
CCTV16,http://ott.mobaibox.com/TVOD/1/224/3221228112/index.m3u8
CCTV16,http://ott.mobaibox.com/TVOD/1/224/3221228144/index.m3u8
CCTV16,http://ott.mobaibox.com/TVOD/1/224/3221228320/index.m3u8
CCTV16,http://ott.mobaibox.com/TVOD/1/224/3221228314/index.m3u8
CCTV16,http://ott.mobaibox.com/TVOD/1/224/3221228168/index.m3u8
CCTV17,http://ott.mobaibox.com/TVOD/1/224/3221227578/index.m3u8
CCTV17,http://ott.mobaibox.com/TVOD/1/224/3221227589/index.m3u8
CCTV17,http://ott.mobaibox.com/TVOD/1/224/3221227592/index.m3u8
CCTV17,http://ott.mobaibox.com/TVOD/1/224/3221227726/index.m3u8

CCTV4K,http://ott.mobaibox.com/TVOD/4/224/3221228228/index.m3u8
CCTV4K,http://ott.mobaibox.com/TVOD/4/224/3221228472/index.m3u8
CCTV8K,http://ott.mobaibox.com/TVOD/4/224/3221228165/index.m3u8
 

